Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:00 am,30.1,28.6,26,N,6 3,9 5,1011.9,0.0,2025-10-02
10:30 am,29.3,28.0,26,WNW,4 2,7 4,1012.2,0.0,2025-10-02
10:00 am,28.9,28.4,32,SW,4 2,11 6,1012.7,0.0,2025-10-02
9:30 am,27.7,27.2,39,WSW,7 4,13 7,1012.9,0.0,2025-10-02
9:00 am,26.8,26.4,41,WSW,6 3,11 6,1012.9,0.0,2025-10-02
8:30 am,26.0,25.9,45,SSW,6 3,9 5,1012.8,0.0,2025-10-02
8:00 am,24.7,25.4,53,SSW,4 2,6 3,1012.6,0.0,2025-10-02
7:30 am,22.9,24.2,66,SSW,4 2,9 5,1012.5,0.0,2025-10-02
7:00 am,20.9,22.3,80,SSW,6 3,9 5,1012.2,0.0,2025-10-02
6:30 am,19.6,20.9,88,SSW,7 4,9 5,1012.0,0.0,2025-10-02
6:00 am,19.0,21.1,95,SW,4 2,6 3,1011.6,0.0,2025-10-02
5:30 am,18.9,21.0,96,SW,4 2,7 4,1011.2,0.0,2025-10-02
5:00 am,19.1,21.7,96,SSW,2 1,6 3,1010.8,0.0,2025-10-02
4:30 am,19.3,21.9,95,WSW,2 1,6 3,1010.6,0.0,2025-10-02
4:00 am,19.7,23.0,96,CALM,0 0,4 2,1010.3,0.0,2025-10-02
3:30 am,20.0,23.0,95,SW,2 1,4 2,1009.8,0.0,2025-10-02
3:00 am,20.1,23.4,94,CALM,0 0,4 2,1009.3,0.0,2025-10-02
2:30 am,20.6,23.7,93,SW,2 1,6 3,1009.3,0.0,2025-10-02
2:00 am,21.3,23.9,93,WSW,6 3,11 6,1009.3,0.0,2025-10-02
1:30 am,21.5,24.6,93,SW,4 2,7 4,1009.5,0.0,2025-10-02
1:00 am,21.7,25.2,92,WSW,2 1,7 4,1009.6,0.0,2025-10-02
12:30 am,21.7,25.4,90,CALM,0 0,0 0,1009.7,0.0,2025-10-02
12:00 am,22.1,26.1,91,CALM,0 0,2 1,1010.1,0.0,2025-10-02
